,DataRiferimento,Documento_Numero,Quantita,Origine,Catalogo,Gruppo,Famiglia,Codice_Hidros,Descrizione,ImportoNetto,Prodotto_Costoattuale
4069,2019-01-15,000197C,1.0,OAMZ,Elettropompe e Serbatoi,Serbatoi e Bollitori,Idrosfere e Accessori,IC24,IDROSFERA LT.24 C/MEM. VERN. EXP.,12.19,9.3184
4070,2019-01-15,000198C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80001450,CANOTTO ECCENTR. PROL. Cm.24 PUCCI,3.32,2.86
4071,2019-01-15,000199C,1.0,OAMZ,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Doccetta Lavabo,BOB00141,DOCCETTA MIKI MONOGETTO BOSSINI,8.01,6.125
4072,2019-01-15,000200C,1.0,EBAY,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1030S2,CASSETTA PLUS 2,15.25,12.26
4073,2019-01-15,000015F,1.0,EBAY,Ferramenta e Hobbistica,Utensileria,Chiave da Utensileria,ROT73297,CHIAVE PER CODOLI C/CRICCO,26.56,20.868
4074,2019-01-15,000201C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CP,CASSETTA ALTA SCARICO C/BATT.+ POOL,8.61,7.44
4075,2019-01-15,000202C,2.0,OYTB,Riscaldamento,Canne Fumarie,Canna Fumaria,CUCFS45250,CURVA 45  x CFS MPAR.250,18.68,13.4208
4076,2019-01-15,000202C,1.0,OYTB,Riscaldamento,Canne Fumarie,Canna Fumaria,CFS0.5250,CANNA FUM.MPAR.Mt.0 5 250 ACC.INOX,10.15,7.2864
4077,2019-01-15,000202C,1.0,OYTB,Riscaldamento,Canne Fumarie,Canna Fumaria,CCICFS250,CAPPELLO CINESE x CFS MPAR 250,12.43,10.2225
4078,2019-01-15,000202C,3.0,OYTB,Riscaldamento,Canne Fumarie,Canna Fumaria,CFS1250,CANNA FUM.MPAR.Mt.1250 ACC.INOX,47.04,33.7824
4079,2019-01-15,000203C,2.0,OYTB,Riscaldamento,Caldaie,Tubo Termoconvettore,6YTUBOAL01,TUBO STANDARD MT.1 x WINDOR NF,11.7,10.11
4080,2019-01-16,000001B,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Piatti Doccia,ITO80*100,PIATTO DOCCIA 80*100 H6,93.25,76.72
4081,2019-01-16,000001B,1.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Piletta,PDA50CT120,PIL.DOCCIA ABS USC.4O C/TAPPO D.110,7.66,6.3
4082,2019-01-16,000000A,-1.0,OMAN,Riscaldamento,Cucina Legna-Termocamini,Termocamino,QCD,QUADRETTO ELETTR.X CONTR.TERMOCAM.,34.28,-29.61
4083,2019-01-16,000000A,-1.0,OMAN,Riscaldamento,Caldaie,Accessori Sistemi Fumari,S08PIFFB,SDOPP.MONOB.ALL.C/ISP.80 F/F 10091,15.55,-13.4325
4084,2019-01-16,000206C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Sanitari,COLIBRIV,VASO SCAR.PAV. B.CO COLIBRI 2,41.55,32.16
4085,2019-01-16,000207C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,BPT20,ANGOLI INT.DX/SX X ASTA,3.71,3.0527
4086,2019-01-16,000207C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,020997,ASTA SANIBORD 2700 MM S/ADESIVO,7.72,6.3517
4087,2019-01-16,000208C,2.0,OAMZ,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Lavello Inox,VTONDA,VASCA INOX TONDA 43 SATINATO AXSPOZ,108.78,83.16
4088,2019-01-16,000209C,2.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Riduzione Sifone,022417,VITI X PILETTA BASKET TIPO LUNGO,1.18,0.972
4089,2019-01-16,000210C,1.0,OMAN,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Dosatore e Accessori,DOSAMAXB,DOSATORE DOSAMAX BLU 3P ATT. FISSO,18.17,14.95
4090,2019-01-16,000211C,2.0,OMAN,Elettropompe e Serbatoi,Elettropompe ed Accessori,Regolatore di Pressione,EASYT,PRESS CONTROL  SUPER SIMPLEX,58.34,50.4
4091,2019-01-16,000212C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,BPT20,ANGOLI INT.DX/SX X ASTA,3.71,3.0527
4092,2019-01-16,000212C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,020997,ASTA SANIBORD 2700 MM S/ADESIVO,7.72,6.3517
4093,2019-01-16,000213C,1.0,EBAY,Elettropompe e Serbatoi,Serbatoi e Bollitori,Idrosfere e Accessori,MV300,MEMBRANA VOLUM. X VASO LT.200-300,60.98,51.8916
4094,2019-01-16,000016F,1.0,OMAN,Elettropompe e Serbatoi,Serbatoi e Bollitori,Serbatoi Zincati e Inox,1000ACV,SERBATOIO INOX LT.1000 VRT. CV,361.44,297.3615
4095,2019-01-17,000002B,1.0,OMAN,Sanitari e Arredo Bagno,Ausili per Disabili,Ceramica e Accessori,VDS,VASO DISABILI SOSPESO 56X37,69.43,57.12
4096,2019-01-17,000000A,-1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Lavatoio,SENNAB,LAVATOIO NITIDA L60*P50 BCO S/SPON.,88.31,-72.6536
4097,2019-01-17,000215C,1.0,OMAN,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Doccetta Lavabo,TCDP,TELEFONINO C/CURVA PESANTE X DUPLEX,3.53,2.9003
4098,2019-01-17,000017F,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,DIBAIQ002,PULSANTE IQUADRO RIO C/T.RAME,21.1,16.13
4099,2019-01-17,000216C,1.0,OAMZ,Riscaldamento,Componenti termici,Termostato,CRONOG,CRONOTERM.MECC.PT300 PILE GIORN.,32.0,24.4625
4100,2019-01-17,000217C,2.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,F09CS2400B,PLACCA COMANDO MECC.x CASS.INC.COES,68.74,59.38
4101,2019-01-17,000218C,3.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GEB240512001,PLACCA DI PROTEZ. X ART.115888/894,14.73,9.39
4102,2019-01-17,000219C,2.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,PISC35,PILETTA 32 X SCARIC. CONDENS.,5.76,4.4762
4103,2019-01-17,000220C,1.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,PISC19,PILETTA 19 X SCARIC. CONDENS.,2.8,2.18
4104,2019-01-17,000221C,1.0,OMAN,Ferramenta e Hobbistica,Utensileria,Sbavatore e Accessori,ROT55050,SMUSSATORE X ESTERNI MM 25-160 ROT,102.44,70.91
4105,2019-01-17,000222C,1.0,EBAY,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GR42310,GUARNIZIONE X CASSETTA GROHE,6.89,4.4541
4106,2019-01-17,000223C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,80000610,PLACCA B.CA X CASS. INC. SARA,13.75,11.88
4107,2019-01-17,000224C,1.0,OMAN,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,RB7401001,SUPP. A MURO SINGOLO X FIL.SENIOR,2.56,1.755
4108,2019-01-17,000225C,1.0,EBAY,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,PINC2C,RUBINETTO PINCUS 1/2 DP CANNETTA,5.82,4.623
4109,2019-01-17,000018F,1.0,OMAN,Riscaldamento,Caldaie,Accessori Caldaia,ACQUAMAX,E.POMPA x SERPENTINE PROMAX 20,195.86,161.14
4110,2019-01-17,000000A,-1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Piatti Doccia,ITO80*100,PIATTO DOCCIA 80*100 H6,93.25,-76.72
4111,2019-01-18,000227C,1.0,OAMZ,Ferramenta e Hobbistica,Utensileria,Curvatubi,ROT25446,MOLLE CURVATUBI mm.25/26 ROTH.,10.12,7.5
4112,2019-01-18,000228C,1.0,OMAN,Riscaldamento,Pannelli Solari,Accessori Pannelli Solari,VTA3223/4,MISCEL. TERMOSTATICO 3/4 35/60 ESBE,35.22,28.98
4113,2019-01-18,000229C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80005529,TELAIO x PLACCA ECO/SARA C/VITI PUC,6.1,5.265
4114,2019-01-18,000229C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80005540,SPORTELLO COMPL.x CASS.INC. ECO  PP,26.58,18.3665
4115,2019-01-18,000230C,2.0,OMAN,Sanitari e Arredo Bagno,Accessori Bagno,Portasapone,GEDYID80BE,DOSASAPONE G.IDRA BEIGE POM/CROMO,21.14,17.4
4116,2019-01-18,000231C,2.0,OAMZ,Elettropompe e Serbatoi,Serbatoi e Bollitori,Idrosfere e Accessori,IC24,IDROSFERA LT.24 C/MEM. VERN. EXP.,24.38,18.64
4117,2019-01-18,000019F,1.0,OMAN,Riscaldamento,Pannelli Solari,Accessori Pannelli Solari,315210,SOLAR KIT VMC322 45  ESBE,91.16,75.0
4118,2019-01-18,000020F,1.0,OMAN,Riscaldamento,Componenti termici,Accessori Termici,7463/4,DEFANGATORE MAGNET.3/4 ICMA,42.3,36.54
4119,2019-01-18,000232C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Sanitari,TRISB,BIDET TRIS BIANCO GRA,22.87,17.88
4120,2019-01-18,000233C,1.0,OMAN,Riscaldamento,Sicurezza Gas,Centralina,CGASS/S,CONTATORE GAS CL.G4 S/ST.RS2001,38.35,33.125
4121,2019-01-18,000234C,1.0,OYTB,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Doccetta Lavabo,BOB00141,DOCCETTA MIKI MONOGETTO BOSSINI,7.09,6.13
4122,2019-01-18,000235C,1.0,OAMZ,Riscaldamento,Pannelli Solari,Accessori Pannelli Solari,31600100,VALVOLA DEVIATRICE 3 VIE 1'' M 45 ,47.86,35.8
4123,2019-01-18,000236C,5.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,80130560,PLACCA B.CA X CASS. INC. ECO LINEA,80.9,69.9
4124,2019-01-18,000000A,-1.0,OYTB,Riscaldamento,Pannelli Solari,Accessori Pannelli Solari,VTA3223/4,MISCEL. TERMOSTATICO 3/4 35/60 ESBE,35.22,-28.98
4125,2019-01-18,000021F,5.0,OYTB,Valvolame e Raccorderia,Valvolame,Valvola a Squadra,10012LL,VALVOLA SQ. CROM. ATT.RAME 1/2 AC,45.43,37.375
4126,2019-01-18,000021F,5.0,OYTB,Valvolame e Raccorderia,Valvolame,Detentore a Squadro,11012LS,DETENTORE SQ. CROM. ATT.RAME 1/2 AC,45.43,37.375
4127,2019-01-18,000021F,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Vasca da bagno,CALOS170*70TP,VASCA CALOS 170X70 C/TEL+PANNELLO,386.53,318.0
4128,2019-01-18,000021F,10.0,OYTB,Valvolame e Raccorderia,Raccorderia Tenuta o Ring,Adattatore Multistrato,75316C,RACCORDO x MULTISTRATO 16x2 CR. AC,11.98,10.35
4129,2019-01-21,000022F,1.0,OAMZ,Elettropompe e Serbatoi,Elettropompe ed Accessori,Elettropompe,CM70/5,E.POMPA CEAM70/5 HP 0 75 KW 0 55,112.55,82.8
4130,2019-01-21,000238C,1.0,OMAN,Rubinetteria ed Accessori,Rubinetteria,Miscelatore Lavello,PR160GA,MONOC.LAVELLO C/ALTA GR/AVENA,29.56,24.32
4131,2019-01-21,000239C,2.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1034,CASSETTA EXPORT S/RUB.,19.34,16.698
4132,2019-01-21,000240C,1.0,OAMZ,Rubinetteria ed Accessori,Rubinetteria,Rubinetto Snodo,PB450,COLONNA BAR LEVA CLINICA PB,44.93,26.775
4133,2019-01-21,000241C,2.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,BO9374FM54B0,MAGIC ATT. 11/4 CURVO+MAN. D.32/40,3.68,3.0296
4134,2019-01-21,000242C,1.0,OMAN,Riscaldamento,Sicurezza Gas,Centralina,CGASS/S,CONTATORE GAS CL.G4 S/ST.RS2001,38.35,33.125
4135,2019-01-21,000242C,1.0,OMAN,Riscaldamento,Sicurezza Gas,Filtro e Raccordi Gas,SC,STAFFA PER CONTATORE GAS 1/2-1/2,9.78,8.45
4136,2019-01-21,000243C,3.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,VSCE,VASCH.INC.SCAR.CONDENSA,7.98,4.929
4137,2019-01-21,000023F,10.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,989917401,RACCORDO A  T  x SC.CONDENSA 16,19.1,14.846
4138,2019-01-21,000244C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80009115,PISTONCINO + GUARNIZIONE A LABBRO,0.99,0.74
4139,2019-01-21,000245C,1.0,OYTB,Riscaldamento,Cucina Legna-Termocamini,Termocamino,QCD,QUADRETTO ELETTR.X CONTR.TERMOCAM.,34.28,29.61
4140,2019-01-21,000245C,5.0,OYTB,Riscaldamento,Componenti termici,Termostato,TEMPORA,CRONOTER. TEMPORA ELETTRONICO GIOR.,132.6,109.1
4141,2019-01-21,000246C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Batteria Cassetta Wc,DIBARIOS/P,BATTERIA RIO S/PULSANTE,16.63,14.364
4142,2019-01-21,000247C,1.0,OAMZ,Sanitari e Arredo Bagno,Accessori Bagno,Portasapone,GEDYGM11BI,P.SAPONE G.GEMINI BIANCO,6.72,4.0784
4143,2019-01-21,000247C,1.0,OAMZ,Sanitari e Arredo Bagno,Accessori Bagno,Portasapone,GEDYGM80BI,DOSASAPONE GEMINI BIANCO POM/CROMO,11.28,8.2134
4144,2019-01-21,000247C,1.0,OAMZ,Sanitari e Arredo Bagno,Accessori Bagno,Portaspazzolino,GEDYGM98BI,P.BICCHIERE G.GEMINI BIANCO,7.43,5.4092
4145,2019-01-21,000248C,1.0,OAMZ,Elettropompe e Serbatoi,Elettropompe ed Accessori,Regolatore di Pressione,EASYT,PRESS CONTROL  SUPER SIMPLEX,32.67,25.2
4146,2019-01-21,000249C,2.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GR43985,LEVA COMPLETA GROHE,14.56,12.217
4147,2019-01-21,000250C,2.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Piatti Doccia,ITO100C,P.DOCCIA ITO 100*100 SEMIC. H6,196.36,147.5
4148,2019-01-21,000251C,10.0,OMAN,Riscaldamento,Sicurezza Gas,Filtro e Raccordi Gas,TUBOMET,TUBO GAS METANO GOMMA MM.13,6.4,5.45
4149,2019-01-21,000251C,5.0,OMAN,Riscaldamento,Componenti termici,Flessibile per Gas,FG50,FLESSIBILE PER GAS CM.50,12.3,8.427
4150,2019-01-21,000252C,1.0,OMAN,Ferramenta e Hobbistica,Utensileria,Chiave da Utensileria,HAZET,CHIAVE PER COLLETTORI EC.22/24,11.5,6.76
4151,2019-01-21,000253C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,LI1333102,SIFONE 1 VIA x INOX S/PILETTA LIRA,3.85,2.452
4152,2019-01-21,000254C,2.0,OMAN,Riscaldamento,Canne Fumarie,Accessori Pellet,ALACS45130,CURVA SMALTATA 45 130 B.CA,14.14,11.32
4153,2019-01-21,000255C,2.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80005531,VITI DI REGISTRO x CASS.INC. ECO PP,2.62,1.8064
4154,2019-01-21,000255C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80006010,TELAIO GUIDA SFERA X SARA PUC.,0.68,0.585
4155,2019-01-21,000255C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80006595,CONF.SARA SEDE ESTR.2 OR 147,5.53,4.775
4156,2019-01-21,000255C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80006535,STAFFA SOST.VALV.C/VITE E ROND.ZINC,1.47,1.27
4157,2019-01-21,000255C,2.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80009115,PISTONCINO + GUARNIZIONE A LABBRO,1.72,1.48
4158,2019-01-21,000255C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,82004060,DISTANZIALE TELAIO SARA/ECO,0.83,0.72
4159,2019-01-21,000256C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,561470,RUB.GALL. AZOR  ATT.3/8  OLI,7.07,6.1104
4160,2019-01-21,000257C,1.0,OMAN,Ferramenta e Hobbistica,Utensileria,Sbavatore e Accessori,ROT11006,SBAVATORI INT/EST. mm.435 ROTH.,5.13,4.26
4161,2019-01-21,000258C,1.0,OMAN,Ferramenta e Hobbistica,Works,Mobile Multiuso,020970,MOBILE PORTA BOMBOLE,37.22,30.63
4162,2019-01-21,000259C,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Cartuccia Distanziatore,LESCART,CARTUCCIA X LEVEL 25,12.34,10.6605
4163,2019-01-21,000260C,1.0,OMAN,Riscaldamento,Caldaie,Tubo Termoconvettore,6YTUBOAL01,TUBO STANDARD MT.1 x WINDOR NF,5.85,5.05
4164,2019-01-21,000261C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Coprivaso,SACWCONCA,COPRIV. CONCA  ANTICATO,17.31,14.95
4165,2019-01-21,000262C,1.0,OMAN,Riscaldamento,Stufe a Pellet,Accessori pellet,THERM34,THERMOSCUDO MEDIUM 340X500,74.79,61.5322
4166,2019-01-21,000263C,2.0,OMAN,Giardino,Piscina e Accessori,Materassini e Gonfiabili,41041,TARTARUGA GRANDE CM140*140,12.28,10.0958
4167,2019-01-21,000264C,1.0,EBAY,Rubinetteria ed Accessori,Sistemi Di Scarico,Morsetti e Guarnizioni,BO8429LX10B0,MANICOTTO ECC. WC BIPOWER 60 MM,3.69,2.9
4168,2019-01-21,000265C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,TUBOCS,TUBO * CASSETTA SCARICO PLAST.,4.2,3.63
4169,2019-01-22,000266C,1.0,OMAN,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,MIGNON2,FILTRO DOSAFOS MIGNON C/SALI S3PMFO,15.69,12.91
4170,2019-01-22,000024F,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,ECO2P,PUCCI ECO ESTERNA DUE PULSANTI,44.93,38.81
4171,2019-01-22,000025F,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80009920,PULSANTE PNEU EST. PEDALE PUCCIPL.,34.43,29.74
4172,2019-01-22,000267C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Piletta Lavello,LI1945040,PILETTA BASKET x LAVELLO LIRA STP,12.71,10.98
4173,2019-01-22,000026F,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Piletta,BO5230CR40S7,PIL.DOCCIA ULTRA RIBASS.D.90 USC.40,18.83,15.4941
4174,2019-01-22,000027F,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Colonna Scarico Vasca,BO69750CK15S7,COLONNA SCARICO X VASCA IN MURATURA,52.08,42.85
4175,2019-01-22,000268C,1.0,OAMZ,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Soffione Doccia,ZSOF075CR,SOFFIONE 20X20 SYNCRO ZSOF075CR,44.62,34.1136
4176,2019-01-22,000028F,1.0,EBAY,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,FA11/4,FILTRO AUTOPULENTE F 1 1/4 -M 11/2'',34.34,28.35
4177,2019-01-22,000269C,1.0,OAMZ,Ferramenta e Hobbistica,Works,Scarpe Antinfortunistiche,JUMP44,SCARPE BASSE AN/INF.SCAMOS.GR/GI 44,54.67,43.092
4178,2019-01-22,000270C,2.0,OMAN,Sanitari e Arredo Bagno,Ausili per Disabili,Ceramica e Accessori,GXSD,STAFFE X LAVABO  DISABILI,22.1,17.3628
4179,2019-01-22,000271C,1.0,OMAN,Ferramenta e Hobbistica,Utensileria,Chiave da Utensileria,ROT73297,CHIAVE PER CODOLI C/CRICCO,25.12,20.87
4180,2019-01-22,000272C,2.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,GUAVBS,GUAR.ACUSTICA E ANTIURTO X VEB SOSP,6.08,4.995
4181,2019-01-22,000273C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GR42962,TRAVERSA GROHE,12.57,9.1627
4182,2019-01-22,000274C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80001450,CANOTTO ECCENTR. PROL. Cm.24 PUCCI,3.32,2.86
4183,2019-01-22,000275C,1.0,OMAN,Sanitari e Arredo Bagno,Accessori Bagno,Portasapone,GEDYGM80G,DOSASAPONE GEMINI GRIGIO POM/CROMO,9.71,7.985
4184,2019-01-22,000276C,1.0,EBAY,Condizionamento,Climatizzazione,Accessori Climatizzatori,PISC35,PILETTA 32 X SCARIC. CONDENS.,2.7,2.2381
4185,2019-01-22,000029F,6.0,OMAN,Valvolame e Raccorderia,Collettori e Riduttori,Cassette per Collettori,MAIN32,CASSETTA X COLLETTORE  DA 35 MAIN,26.7,23.04
4186,2019-01-22,000029F,8.0,OMAN,Valvolame e Raccorderia,Collettori e Riduttori,Cassette per Collettori,MAIN40,CASSETTA X COLLETTORE  DA 40 MAIN,40.0,34.56
4187,2019-01-22,000029F,8.0,OMAN,Valvolame e Raccorderia,Collettori e Riduttori,Cassette per Collettori,MAIN60,CASSETTA X COLLETTORE  DA 60 MAIN,66.64,57.6
4188,2019-01-22,000277C,1.0,OMAN,Riscaldamento,Componenti termici,Termostato,CRONOG,CRONOTERM.MECC.PT300 PILE GIORN.,28.32,24.4625
4189,2019-01-23,000003B,1.0,OMAN,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Doccetta Lavabo,TCDP,TELEFONINO C/CURVA PESANTE X DUPLEX,3.53,2.9
4190,2019-01-23,000278C,1.0,OAMZ,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Doccetta Lavabo,GR27597,MANOPOLA DOCCIA TEMPESTA GROHE,13.88,10.302
4191,2019-01-23,000030F,3.0,OMAN,Condizionamento,Climatizzazione,Accessori Climatizzatori,989924200,SIFONE A SECCO MINI,21.6,18.6486
4192,2019-01-23,000279C,1.0,OMAN,Riscaldamento,Caldaie,Accessori Caldaia,17B1901400,SCAMB.ZB 14 PIASTRE X SAVIO/ARCA,28.9,24.96
4193,2019-01-23,000280C,5.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Flessibile Inox per Acqua,TAF1/2MT5,FLESSIBILE ACC.X ACQUA 1/2 ROT.5MT,12.1,10.065
4194,2019-01-23,000281C,1.0,OMAN,Riscaldamento,Caldaie,Accessori Caldaia,SCONM,MINI POMPA S.COMPATTA SOLL.ACQ.CO,50.65,43.75
4195,2019-01-23,000282C,1.0,OAMZ,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT30/2,SCALDABAGNO LT 30 G2A EGO,53.02,41.3809
4196,2019-01-23,000283C,2.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Aeratore,01562145,AERAT. HONEYCOMB TT MIS/SPEC. M16X1,4.38,3.6
4197,2019-01-23,000284C,15.0,OMAN,Ferramenta e Hobbistica,Elementi di Fissaggio,Fissaggio per Radiatori,501CM23,MENSOLA PIATTA X RDT GHISA MM 230,6.3,5.4225
4198,2019-01-23,000285C,1.0,OYTB,Riscaldamento,Caldaie,Accessori Caldaia,17B2071200,SCAMB.ZB 12 PIASTRE X BAXI,28.9,24.96
4199,2019-01-23,000031F,10.0,OAMZ,Rubinetteria ed Accessori,Rubinetteria,Doccia Incasso,PRIMA118,INCASSO DOCCIA PRIMA CROMO,202.5,140.0
4200,2019-01-23,000286C,1.0,OAMZ,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Lavatoio,MET60DX,MOB.C/LAVAT.SX - VASCHETTA A DX,123.88,91.0
4201,2019-01-23,000032F,1.0,OMAN,Ferramenta e Hobbistica,Utensileria,Chiave da Utensileria,ROT70951E,FRESA x RUBINETTI 3/8 - 1/2   ROTH.,16.69,11.552
4202,2019-01-23,000287C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Piletta,BO5290ST12S7,SIFONE ''DOCCIONE''X PIATTO DOCC. 90,6.05,3.8286
4203,2019-01-23,000288C,1.0,OAMZ,Riscaldamento,Caldaie,Accessori Sistemi Fumari,CAPT130,CAPPELLOTTO A TEE 130,7.08,5.2
4204,2019-01-23,000289C,1.0,OYTB,Rubinetteria ed Accessori,Rubinetteria,Miscelatore Lavello,OR471ORGBBR,MONOF. LAVEL. OR.OLD ENG.471ORGB BR,95.79,69.5722
4205,2019-01-23,000033F,2.0,OYTB,Sanitari e Arredo Bagno,Accessori Bagno,Portasalviette,GEDY692135,P.SALVIETTE CM.35 COLORADO,33.65,29.06
4206,2019-01-23,000033F,2.0,OYTB,Sanitari e Arredo Bagno,Accessori Bagno,Portasalviette,GEDY692145,P.SALVIETTE CM.45 COLORADO,35.9,31.001
4207,2019-01-23,000033F,2.0,OYTB,Sanitari e Arredo Bagno,Accessori Bagno,Portarotolo,GEDY6924,P.ROTOLO COLORADO CROMO,21.47,18.55
4208,2019-01-23,000033F,2.0,OYTB,Sanitari e Arredo Bagno,Accessori Bagno,Appendino,GEDY6928,APPENDIABITI DOPPIO COLORADO CROMO,12.27,10.6
4209,2019-01-23,000033F,1.0,OYTB,Sanitari e Arredo Bagno,Accessori Bagno,Piantana-Portascopino,GEDY6933,P.SCOPINO DA TERRA COLORADO CROMO,24.76,21.38
4210,2019-01-23,000033F,1.0,OYTB,Sanitari e Arredo Bagno,Accessori Bagno,Mensola da Bagno,GEDY691960,MENSOLA CM.60 COLORADO VETRO TEMP.,21.33,18.42
4211,2019-01-24,000001A,-90.0,OMAN,Elettropompe e Serbatoi,Contatori Acqua,Contatori e Accessori,DBRF1/2,CONTAT. ACQUA LET.DIR. DBRF 13-1/2,-964.8,-833.49
4212,2019-01-24,000034F,90.0,OMAN,Elettropompe e Serbatoi,Contatori Acqua,Contatori e Accessori,DBRF1/2,CONTAT. ACQUA LET.DIR. DBRF 13-1/2,964.8,833.49
4213,2019-01-24,000290C,3.0,OYTB,Condizionamento,Climatizzazione,Accessori Climatizzatori,RY20,RACCORDO A  Y  x SC.CONDENSA 18/20,2.94,2.5431
4214,2019-01-24,000035F,10.0,OMAN,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Soffione Doccia,CDPB,CIPOLLA DOCCIA,30.1,24.752
4215,2019-01-24,000291C,4.0,OMAN,Rubinetteria ed Accessori,Rubinetteria,Accessori,03034502,RACC. A BAIONETTA M.1/2 C/RID.,16.92,8.9888
4216,2019-01-24,000292C,2.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Piatti Doccia,AXA72*90,PIATTO DOCCIA PORC. 72X90 H11 B.CO,100.96,60.199
